category,year_month,usdprice,base_price,price_index,mom_change_pct
Sayuran & Buah,2019-06,0.66,0.6,110.00000000000001,-7.0422535211267405
Sayuran & Buah,2019-07,0.55,0.6,91.66666666666667,-16.666666666666675
Sayuran & Buah,2019-08,0.53,0.6,88.33333333333334,-3.6363636363636265
Sayuran & Buah,2019-09,0.57,0.6,95.0,7.547169811320753
Sayuran & Buah,2019-10,0.59,0.6,98.33333333333333,3.50877192982455
Sayuran & Buah,2019-11,0.58,0.6,96.66666666666667,-1.6949152542372836
Sayuran & Buah,2019-12,0.63,0.6,105.0,8.620689655172399
Sayuran & Buah,2020-01,0.79,0.6,131.66666666666669,25.396825396825417
Sayuran & Buah,2020-02,0.8,0.6,133.33333333333334,1.2658227848101111
Sayuran & Buah,2020-03,0.81,0.6,135.0,1.2499999999999956
Sayuran & Buah,2020-04,0.855,0.6,142.5,5.555555555555558
Sayuran & Buah,2020-05,0.98,0.6,163.33333333333334,14.619883040935688
Sayuran & Buah,2020-06,0.88,0.6,146.66666666666669,-10.20408163265305
Sayuran & Buah,2020-07,0.86,0.6,143.33333333333334,-2.272727272727282
Sayuran & Buah,2020-08,0.85,0.6,141.66666666666669,-1.1627906976744096
Sayuran & Buah,2020-09,0.88,0.6,146.66666666666669,3.529411764705892
Sayuran & Buah,2020-10,0.89,0.6,148.33333333333334,1.1363636363636243
Sayuran & Buah,2020-11,0.85,0.6,141.66666666666669,-4.494382022471899
Sayuran & Buah,2020-12,0.91,0.6,151.66666666666669,7.058823529411762
Sayuran & Buah,2021-01,0.83,0.6,138.33333333333334,-8.791208791208794
Sayuran & Buah,2021-02,0.86,0.6,143.33333333333334,3.6144578313253017
Sayuran & Buah,2021-03,0.8,0.6,133.33333333333334,-6.976744186046513
Sayuran & Buah,2021-04,0.86,0.6,143.33333333333334,7.499999999999996
Sayuran & Buah,2021-05,0.77,0.6,128.33333333333334,-10.465116279069765
Sayuran & Buah,2021-06,0.83,0.6,138.33333333333334,7.792207792207795
Sayuran & Buah,2021-07,0.84,0.6,140.0,1.2048192771084265
Sayuran & Buah,2021-08,0.82,0.6,136.66666666666666,-2.3809523809523836
Sayuran & Buah,2021-09,0.79,0.6,131.66666666666669,-3.6585365853658347
Sayuran & Buah,2021-10,0.8,0.6,133.33333333333334,1.2658227848101111
Sayuran & Buah,2021-11,0.85,0.6,141.66666666666669,6.25
Sayuran & Buah,2021-12,0.84,0.6,140.0,-1.1764705882353121
Sayuran & Buah,2022-01,0.81,0.6,135.0,-3.57142857142857
Sayuran & Buah,2022-02,0.85,0.6,141.66666666666669,4.9382716049382935
Sayuran & Buah,2022-03,0.91,0.6,151.66666666666669,7.058823529411762
Sayuran & Buah,2022-04,0.91,0.6,151.66666666666669,0.0
Sayuran & Buah,2022-05,0.9,0.6,150.0,-1.098901098901106
Sayuran & Buah,2022-06,0.92,0.6,153.33333333333334,2.2222222222222365
Sayuran & Buah,2022-07,0.9,0.6,150.0,-2.1739130434782705
Sayuran & Buah,2022-08,0.84,0.6,140.0,-6.666666666666665
Sayuran & Buah,2022-09,0.8,0.6,133.33333333333334,-4.761904761904756
Sayuran & Buah,2022-10,0.85,0.6,141.66666666666669,6.25
Sayuran & Buah,2022-11,0.865,0.6,144.16666666666666,1.7647058823529127
Sayuran & Buah,2022-12,0.89,0.6,148.33333333333334,2.8901734104046284
Sayuran & Buah,2023-01,0.95,0.6,158.33333333333331,6.741573033707837
Sayuran & Buah,2023-02,0.96,0.6,160.0,1.0526315789473717
Sayuran & Buah,2023-03,0.97,0.6,161.66666666666666,1.0416666666666519
Sayuran & Buah,2023-04,0.99,0.6,165.0,2.0618556701031077
Sayuran & Buah,2023-05,0.88,0.6,146.66666666666669,-11.111111111111105
Sayuran & Buah,2023-06,0.92,0.6,153.33333333333334,4.545454545454541
Sayuran & Buah,2023-07,0.96,0.6,160.0,4.347826086956519
Sayuran & Buah,2023-08,0.9,0.6,150.0,-6.25
Sayuran & Buah,2023-09,0.87,0.6,145.0,-3.3333333333333326
Sayuran & Buah,2023-10,0.85,0.6,141.66666666666669,-2.2988505747126298
Sayuran & Buah,2023-11,0.89,0.6,148.33333333333334,4.70588235294116
Sayuran & Buah,2023-12,0.93,0.6,155.0,4.494382022471899
Sayuran & Buah,2024-01,0.93,0.6,155.0,0.0
Sayuran & Buah,2024-02,0.84,0.6,140.0,-9.677419354838712
Sayuran & Buah,2024-03,0.88,0.6,146.66666666666669,4.761904761904767
Sayuran & Buah,2024-04,0.89,0.6,148.33333333333334,1.1363636363636243
Sayuran & Buah,2024-05,0.82,0.6,136.66666666666666,-7.86516853932585
Sayuran & Buah,2024-06,0.89,0.6,148.33333333333334,8.536585365853666
Sayuran & Buah,2024-07,0.9,0.6,150.0,1.1235955056179803
Sayuran & Buah,2024-08,0.92,0.6,153.33333333333334,2.2222222222222365
Sayuran & Buah,2024-09,0.88,0.6,146.66666666666669,-4.347826086956519
Sayuran & Buah,2024-10,0.86,0.6,143.33333333333334,-2.272727272727282
Sayuran & Buah,2024-11,0.86,0.6,143.33333333333334,0.0
Sayuran & Buah,2024-12,0.96,0.6,160.0,11.627906976744185
Sayuran & Buah,2025-01,0.94,0.6,156.66666666666666,-2.083333333333337
Sayuran & Buah,2025-02,0.88,0.6,146.66666666666669,-6.382978723404243
Sayuran & Buah,2025-03,0.9,0.6,150.0,2.2727272727272485
Sayuran & Buah,2025-04,0.92,0.6,153.33333333333334,2.2222222222222365
Sayuran & Buah,2025-05,0.9,0.6,150.0,-2.1739130434782705
Sayuran & Buah,2025-06,0.97,0.6,161.66666666666666,7.777777777777772
Sayuran & Buah,2025-07,0.87,0.6,145.0,-10.309278350515461
Sayuran & Buah,2025-08,0.915,0.6,152.5,5.1724137931034475
Sayuran & Buah,2025-09,0.9066666666666666,0.6,151.11111111111111,-0.910746812386154
Sayuran & Buah,2025-10,0.9,0.6,150.0,-0.7352941176470562
Sayuran & Buah,2025-11,0.95,0.6,158.33333333333331,5.555555555555536
Sayuran & Buah,2025-12,1.01,0.6,168.33333333333334,6.31578947368423
Sayuran & Buah,2026-01,1.15,0.6,191.66666666666666,13.861386138613852
Sayuran & Buah,2026-02,0.73,0.6,121.66666666666669,-36.521739130434774
Sayuran & Buah,2026-03,0.57,0.6,95.0,-21.91780821917809
Serealia & Umbi,2016-01,0.5,0.5,100.0,
Serealia & Umbi,2016-02,0.51,0.5,102.0,2.0000000000000018
Serealia & Umbi,2016-03,0.51,0.5,102.0,0.0
Serealia & Umbi,2016-04,0.52,0.5,104.0,1.9607843137254832
Serealia & Umbi,2016-05,0.52,0.5,104.0,0.0
Serealia & Umbi,2016-06,0.56,0.5,112.00000000000001,7.692307692307709
Serealia & Umbi,2016-07,0.6,0.5,120.0,7.14285714285714
Serealia & Umbi,2016-08,0.6,0.5,120.0,0.0
Serealia & Umbi,2016-09,0.6,0.5,120.0,0.0
Serealia & Umbi,2016-10,0.58,0.5,115.99999999999999,-3.3333333333333437
Serealia & Umbi,2016-11,0.6,0.5,120.0,3.4482758620689724
Serealia & Umbi,2016-12,0.63,0.5,126.0,5.000000000000004
Serealia & Umbi,2017-01,0.56,0.5,112.00000000000001,-11.111111111111105
Serealia & Umbi,2017-02,0.56,0.5,112.00000000000001,0.0
Serealia & Umbi,2017-03,0.63,0.5,126.0,12.499999999999979
Serealia & Umbi,2017-04,0.58,0.5,115.99999999999999,-7.936507936507953
Serealia & Umbi,2017-05,0.59,0.5,118.0,1.7241379310344973
Serealia & Umbi,2017-06,0.6,0.5,120.0,1.6949152542372836
Serealia & Umbi,2017-07,0.6,0.5,120.0,0.0
Serealia & Umbi,2017-08,0.61,0.5,122.0,1.6666666666666607
Serealia & Umbi,2017-09,0.6,0.5,120.0,-1.6393442622950838
Serealia & Umbi,2017-10,0.61,0.5,122.0,1.6666666666666607
Serealia & Umbi,2017-11,0.6,0.5,120.0,-1.6393442622950838
Serealia & Umbi,2017-12,0.6,0.5,120.0,0.0
Serealia & Umbi,2018-01,0.59,0.5,118.0,-1.6666666666666718
Serealia & Umbi,2018-02,0.61,0.5,122.0,3.3898305084745672
Serealia & Umbi,2018-03,0.62,0.5,124.0,1.6393442622950838
Serealia & Umbi,2018-04,0.6,0.5,120.0,-3.2258064516129004
Serealia & Umbi,2018-05,0.6,0.5,120.0,0.0
Serealia & Umbi,2018-06,0.59,0.5,118.0,-1.6666666666666718
Serealia & Umbi,2018-07,0.6,0.5,120.0,1.6949152542372836
Serealia & Umbi,2018-08,0.57,0.5,113.99999999999999,-5.000000000000016
Serealia & Umbi,2018-09,0.58,0.5,115.99999999999999,1.7543859649122862
Serealia & Umbi,2018-10,0.56,0.5,112.00000000000001,-3.448275862068939
Serealia & Umbi,2018-11,0.54,0.5,108.0,-3.571428571428581
Serealia & Umbi,2018-12,0.61,0.5,122.0,12.962962962962955
Serealia & Umbi,2019-01,0.58,0.5,115.99999999999999,-4.918032786885263
Serealia & Umbi,2019-02,0.6,0.5,120.0,3.4482758620689724
Serealia & Umbi,2019-03,0.6066666666666667,0.5,121.33333333333334,1.1111111111111294
Serealia & Umbi,2019-04,0.61,0.5,122.0,0.5494505494505475
Serealia & Umbi,2019-05,0.61,0.5,122.0,0.0
Serealia & Umbi,2019-06,0.59,0.5,118.0,-3.2786885245901676
Serealia & Umbi,2019-07,0.58,0.5,115.99999999999999,-1.6949152542372947
Serealia & Umbi,2019-08,0.59,0.5,118.0,1.7241379310344973
Serealia & Umbi,2019-09,0.6,0.5,120.0,1.6949152542372836
Serealia & Umbi,2019-10,0.62,0.5,124.0,3.3333333333333437
Serealia & Umbi,2019-11,0.625,0.5,125.0,0.8064516129032251
Serealia & Umbi,2019-12,0.61,0.5,122.0,-2.400000000000002
Serealia & Umbi,2020-01,0.69,0.5,138.0,13.114754098360649
Serealia & Umbi,2020-02,0.7,0.5,140.0,1.449275362318847
Serealia & Umbi,2020-03,0.69,0.5,138.0,-1.4285714285714235
Serealia & Umbi,2020-04,0.68,0.5,136.0,-1.449275362318836
Serealia & Umbi,2020-05,0.68,0.5,136.0,0.0
Serealia & Umbi,2020-06,0.69,0.5,138.0,1.4705882352941124
Serealia & Umbi,2020-07,0.67,0.5,134.0,-2.898550724637683
Serealia & Umbi,2020-08,0.68,0.5,136.0,1.4925373134328401
Serealia & Umbi,2020-09,0.67,0.5,134.0,-1.4705882352941124
Serealia & Umbi,2020-10,0.67,0.5,134.0,0.0
Serealia & Umbi,2020-11,0.65,0.5,130.0,-2.985074626865669
Serealia & Umbi,2020-12,0.66,0.5,132.0,1.538461538461533
Serealia & Umbi,2021-01,0.64,0.5,128.0,-3.0303030303030276
Serealia & Umbi,2021-02,0.66,0.5,132.0,3.125
Serealia & Umbi,2021-03,0.6416666666666666,0.5,128.33333333333331,-2.77777777777779
Serealia & Umbi,2021-04,0.66,0.5,132.0,2.857142857142869
Serealia & Umbi,2021-05,0.65,0.5,130.0,-1.5151515151515138
Serealia & Umbi,2021-06,0.68,0.5,136.0,4.615384615384621
Serealia & Umbi,2021-07,0.68,0.5,136.0,0.0
Serealia & Umbi,2021-08,0.67,0.5,134.0,-1.4705882352941124
Serealia & Umbi,2021-09,0.68,0.5,136.0,1.4925373134328401
Serealia & Umbi,2021-10,0.68,0.5,136.0,0.0
Serealia & Umbi,2021-11,0.7,0.5,140.0,2.941176470588225
Serealia & Umbi,2021-12,0.69,0.5,138.0,-1.4285714285714235
Serealia & Umbi,2022-01,0.7,0.5,140.0,1.449275362318847
Serealia & Umbi,2022-02,0.71,0.5,142.0,1.4285714285714235
Serealia & Umbi,2022-03,0.7,0.5,140.0,-1.4084507042253502
Serealia & Umbi,2022-04,0.74,0.5,148.0,5.714285714285716
Serealia & Umbi,2022-05,0.72,0.5,144.0,-2.7027027027026973
Serealia & Umbi,2022-06,0.72,0.5,144.0,0.0
Serealia & Umbi,2022-07,0.7,0.5,140.0,-2.777777777777779
Serealia & Umbi,2022-08,0.7,0.5,140.0,0.0
Serealia & Umbi,2022-09,0.71,0.5,142.0,1.4285714285714235
Serealia & Umbi,2022-10,0.6875,0.5,137.5,-3.169014084507038
Serealia & Umbi,2022-11,0.72,0.5,144.0,4.7272727272727355
Serealia & Umbi,2022-12,0.71,0.5,142.0,-1.388888888888884
Serealia & Umbi,2023-01,0.74,0.5,148.0,4.225352112676051
Serealia & Umbi,2023-02,0.75,0.5,150.0,1.3513513513513598
Serealia & Umbi,2023-03,0.77,0.5,154.0,2.6666666666666616
Serealia & Umbi,2023-04,0.79,0.5,158.0,2.5974025974025983
Serealia & Umbi,2023-05,0.75,0.5,150.0,-5.063291139240511
Serealia & Umbi,2023-06,0.77,0.5,154.0,2.6666666666666616
Serealia & Umbi,2023-07,0.78,0.5,156.0,1.298701298701288
Serealia & Umbi,2023-08,0.78,0.5,156.0,0.0
Serealia & Umbi,2023-09,0.8,0.5,160.0,2.564102564102555
Serealia & Umbi,2023-10,0.8,0.5,160.0,0.0
Serealia & Umbi,2023-11,0.81,0.5,162.0,1.2499999999999956
Serealia & Umbi,2023-12,0.81,0.5,162.0,0.0
Serealia & Umbi,2024-01,0.81,0.5,162.0,0.0
Serealia & Umbi,2024-02,0.77,0.5,154.0,-4.938271604938271
Serealia & Umbi,2024-03,0.79,0.5,158.0,2.5974025974025983
Serealia & Umbi,2024-04,0.78,0.5,156.0,-1.2658227848101222
Serealia & Umbi,2024-05,0.8,0.5,160.0,2.564102564102555
Serealia & Umbi,2024-06,0.82,0.5,164.0,2.499999999999991
Serealia & Umbi,2024-07,0.83,0.5,166.0,1.2195121951219523
Serealia & Umbi,2024-08,0.82,0.5,164.0,-1.2048192771084376
Serealia & Umbi,2024-09,0.85,0.5,170.0,3.658536585365857
Serealia & Umbi,2024-10,0.83,0.5,166.0,-2.352941176470591
Serealia & Umbi,2024-11,0.81,0.5,162.0,-2.409638554216864
Serealia & Umbi,2024-12,0.81,0.5,162.0,0.0
Serealia & Umbi,2025-01,0.82,0.5,164.0,1.2345679012345734
Serealia & Umbi,2025-02,0.8,0.5,160.0,-2.4390243902439046
Serealia & Umbi,2025-03,0.81,0.5,162.0,1.2499999999999956
Serealia & Umbi,2025-04,0.77,0.5,154.0,-4.938271604938271
Serealia & Umbi,2025-05,0.78,0.5,156.0,1.298701298701288
Serealia & Umbi,2025-06,0.77,0.5,154.0,-1.2820512820512775
Serealia & Umbi,2025-07,0.72,0.5,144.0,-6.493506493506496
Serealia & Umbi,2025-08,0.73,0.5,146.0,1.388888888888884
Serealia & Umbi,2025-09,0.74,0.5,148.0,1.3698630136986356
Serealia & Umbi,2025-10,0.74,0.5,148.0,0.0
Serealia & Umbi,2025-11,0.81,0.5,162.0,9.459459459459453
Serealia & Umbi,2025-12,0.82,0.5,164.0,1.2345679012345734
Serealia & Umbi,2026-01,0.75,0.5,150.0,-8.536585365853655
Serealia & Umbi,2026-02,0.72,0.5,144.0,-4.0000000000000036
Serealia & Umbi,2026-03,0.86,0.5,172.0,19.444444444444443
Susu & Olahan Susu,2016-01,0.95,0.95,100.0,
Susu & Olahan Susu,2016-02,0.95,0.95,100.0,0.0
Susu & Olahan Susu,2016-03,1.1,0.95,115.78947368421053,15.789473684210531
Susu & Olahan Susu,2016-04,1.02,0.95,107.36842105263158,-7.272727272727286
Susu & Olahan Susu,2016-05,0.88,0.95,92.63157894736842,-13.725490196078427
Susu & Olahan Susu,2016-06,1.24,0.95,130.5263157894737,40.90909090909092
Susu & Olahan Susu,2016-07,1.16,0.95,122.10526315789474,-6.451612903225811
Susu & Olahan Susu,2016-08,0.91,0.95,95.78947368421053,-21.55172413793103
Susu & Olahan Susu,2016-09,1.024,0.95,107.78947368421052,12.527472527472504
Susu & Olahan Susu,2016-10,0.92,0.95,96.8421052631579,-10.15624999999999
Susu & Olahan Susu,2016-11,0.97,0.95,102.10526315789474,5.434782608695654
Susu & Olahan Susu,2016-12,0.88,0.95,92.63157894736842,-9.278350515463918
Susu & Olahan Susu,2017-01,1.41,0.95,148.42105263157893,60.227272727272705
Susu & Olahan Susu,2017-02,1.35,0.95,142.10526315789477,-4.2553191489361435
Susu & Olahan Susu,2017-03,1.46,0.95,153.6842105263158,8.148148148148149
Susu & Olahan Susu,2017-04,1.32,0.95,138.94736842105263,-9.589041095890426
Susu & Olahan Susu,2017-05,1.605,0.95,168.94736842105266,21.590909090909104
Susu & Olahan Susu,2017-06,1.49,0.95,156.8421052631579,-7.165109034267935
Susu & Olahan Susu,2017-07,1.68,0.95,176.8421052631579,12.751677852348987
Susu & Olahan Susu,2017-08,1.33,0.95,140.0,-20.833333333333325
Susu & Olahan Susu,2017-09,1.37,0.95,144.2105263157895,3.0075187969925032
Susu & Olahan Susu,2017-10,1.71,0.95,180.0,24.81751824817515
Susu & Olahan Susu,2017-11,1.35,0.95,142.10526315789477,-21.052631578947356
Susu & Olahan Susu,2017-12,1.7,0.95,178.94736842105263,25.92592592592591
Susu & Olahan Susu,2018-01,1.33,0.95,140.0,-21.764705882352942
Susu & Olahan Susu,2018-02,1.41,0.95,148.42105263157893,6.01503759398494
Susu & Olahan Susu,2018-03,1.49,0.95,156.8421052631579,5.673758865248235
Susu & Olahan Susu,2018-04,1.705,0.95,179.47368421052633,14.429530201342299
Susu & Olahan Susu,2018-05,1.49,0.95,156.8421052631579,-12.609970674486814
Susu & Olahan Susu,2018-06,1.5,0.95,157.89473684210526,0.6711409395973256
Susu & Olahan Susu,2018-07,1.5750000000000002,0.95,165.78947368421055,5.000000000000027
Susu & Olahan Susu,2018-08,1.49,0.95,156.8421052631579,-5.396825396825411
Susu & Olahan Susu,2018-09,1.49,0.95,156.8421052631579,0.0
Susu & Olahan Susu,2018-10,1.49,0.95,156.8421052631579,0.0
Susu & Olahan Susu,2018-11,1.49,0.95,156.8421052631579,0.0
Susu & Olahan Susu,2018-12,1.98,0.95,208.42105263157896,32.885906040268466
Susu & Olahan Susu,2019-01,1.85,0.95,194.73684210526318,-6.565656565656564
Susu & Olahan Susu,2019-02,2.115,0.95,222.63157894736847,14.324324324324333
Susu & Olahan Susu,2019-03,2.0999999999999996,0.95,221.05263157894734,-0.7092198581560627
Susu & Olahan Susu,2019-04,2.08,0.95,218.94736842105266,-0.9523809523809268
Susu & Olahan Susu,2019-05,2.19,0.95,230.5263157894737,5.288461538461542
Susu & Olahan Susu,2019-06,2.11,0.95,222.1052631578947,-3.6529680365297024
Susu & Olahan Susu,2019-07,2.01,0.95,211.57894736842104,-4.739336492890988
Susu & Olahan Susu,2019-08,1.615,0.95,170.00000000000003,-19.65174129353232
Susu & Olahan Susu,2019-09,1.98,0.95,208.42105263157896,22.600619195046434
Susu & Olahan Susu,2019-10,1.69,0.95,177.89473684210526,-14.646464646464652
Susu & Olahan Susu,2019-11,1.72,0.95,181.05263157894737,1.775147928994092
Susu & Olahan Susu,2019-12,1.66,0.95,174.73684210526318,-3.48837209302324
Susu & Olahan Susu,2020-01,1.62,0.95,170.5263157894737,-2.4096385542168752
Susu & Olahan Susu,2020-02,1.61,0.95,169.47368421052633,-0.6172839506172867
Susu & Olahan Susu,2020-03,1.69,0.95,177.89473684210526,4.968944099378869
Susu & Olahan Susu,2020-04,2.08,0.95,218.94736842105266,23.076923076923084
Susu & Olahan Susu,2020-05,1.95,0.95,205.26315789473685,-6.250000000000011
Susu & Olahan Susu,2020-06,2.28,0.95,240.0,16.92307692307693
Susu & Olahan Susu,2020-07,2.375,0.95,250.0,4.166666666666674
Susu & Olahan Susu,2020-08,2.3,0.95,242.10526315789474,-3.157894736842104
Susu & Olahan Susu,2020-09,2.63,0.95,276.8421052631579,14.347826086956527
Susu & Olahan Susu,2020-10,2.09,0.95,219.99999999999997,-20.532319391635
Susu & Olahan Susu,2020-11,2.415,0.95,254.21052631578948,15.55023923444978
Susu & Olahan Susu,2020-12,2.25,0.95,236.84210526315792,-6.832298136645953
Susu & Olahan Susu,2021-01,1.56,0.95,164.2105263157895,-30.666666666666664
Susu & Olahan Susu,2021-02,2.14,0.95,225.26315789473688,37.17948717948718
Susu & Olahan Susu,2021-03,2.0149999999999997,0.95,212.1052631578947,-5.841121495327128
Susu & Olahan Susu,2021-04,1.7,0.95,178.94736842105263,-15.632754342431754
Susu & Olahan Susu,2021-05,1.97,0.95,207.3684210526316,15.882352941176482
Susu & Olahan Susu,2021-06,1.54,0.95,162.10526315789474,-21.82741116751269
Susu & Olahan Susu,2021-07,1.98,0.95,208.42105263157896,28.57142857142858
Susu & Olahan Susu,2021-08,1.2,0.95,126.3157894736842,-39.393939393939405
Susu & Olahan Susu,2021-09,1.2,0.95,126.3157894736842,0.0
Susu & Olahan Susu,2021-10,1.605,0.95,168.94736842105266,33.750000000000036
Susu & Olahan Susu,2021-11,1.475,0.95,155.26315789473685,-8.099688473520262
Susu & Olahan Susu,2021-12,1.16,0.95,122.10526315789474,-21.355932203389827
Susu & Olahan Susu,2022-01,1.1749999999999998,0.95,123.68421052631578,1.2931034482758452
Susu & Olahan Susu,2022-02,1.13,0.95,118.94736842105263,-3.8297872340425476
Susu & Olahan Susu,2022-03,1.1275,0.95,118.6842105263158,-0.22123893805309214
Susu & Olahan Susu,2022-04,1.26,0.95,132.63157894736844,11.75166297117518
Susu & Olahan Susu,2022-05,1.2,0.95,126.3157894736842,-4.761904761904779
Susu & Olahan Susu,2022-06,1.3,0.95,136.8421052631579,8.333333333333325
Susu & Olahan Susu,2022-07,1.295,0.95,136.31578947368422,-0.38461538461537215
Susu & Olahan Susu,2022-08,1.28,0.95,134.73684210526318,-1.1583011583011449
Susu & Olahan Susu,2022-09,1.43,0.95,150.5263157894737,11.71875
Susu & Olahan Susu,2022-10,1.35,0.95,142.10526315789477,-5.594405594405583
Susu & Olahan Susu,2022-11,1.32,0.95,138.94736842105263,-2.2222222222222476
Susu & Olahan Susu,2022-12,1.160625,0.95,122.17105263157895,-12.073863636363635
Susu & Olahan Susu,2023-01,1.53,0.95,161.05263157894737,31.82552504038774
Susu & Olahan Susu,2023-02,1.86,0.95,195.78947368421055,21.568627450980404
Susu & Olahan Susu,2023-03,2.44,0.95,256.8421052631579,31.182795698924725
Susu & Olahan Susu,2023-04,1.82,0.95,191.57894736842107,-25.409836065573778
Susu & Olahan Susu,2023-05,1.62,0.95,170.5263157894737,-10.989010989010994
Susu & Olahan Susu,2023-06,1.56,0.95,164.2105263157895,-3.703703703703687
Susu & Olahan Susu,2023-07,1.49,0.95,156.8421052631579,-4.487179487179505
Susu & Olahan Susu,2023-08,2.37,0.95,249.47368421052633,59.06040268456376
Susu & Olahan Susu,2023-09,2.955,0.95,311.0526315789474,24.68354430379747
Susu & Olahan Susu,2023-10,2.62,0.95,275.7894736842105,-11.336717428087994
Susu & Olahan Susu,2023-11,2.29,0.95,241.05263157894737,-12.595419847328237
Susu & Olahan Susu,2023-12,2.59,0.95,272.63157894736844,13.100436681222716
Susu & Olahan Susu,2024-01,2.86,0.95,301.0526315789474,10.424710424710426
Susu & Olahan Susu,2024-02,2.8099999999999996,0.95,295.7894736842105,-1.7482517482517612
Susu & Olahan Susu,2024-03,2.395,0.95,252.10526315789474,-14.768683274021354
Susu & Olahan Susu,2024-04,2.465,0.95,259.4736842105263,2.9227557411273475
Susu & Olahan Susu,2024-05,2.68,0.95,282.1052631578948,8.722109533468592
Susu & Olahan Susu,2024-06,2.29,0.95,241.05263157894737,-14.552238805970163
Susu & Olahan Susu,2024-07,2.69,0.95,283.1578947368421,17.467248908296938
Susu & Olahan Susu,2024-08,2.31,0.95,243.1578947368421,-14.1263940520446
Susu & Olahan Susu,2024-09,2.17,0.95,228.42105263157896,-6.060606060606055
Susu & Olahan Susu,2024-10,3.06,0.95,322.10526315789474,41.01382488479261
Susu & Olahan Susu,2024-11,2.4,0.95,252.6315789473684,-21.568627450980394
Susu & Olahan Susu,2024-12,2.6,0.95,273.6842105263158,8.333333333333325
Susu & Olahan Susu,2025-01,2.415,0.95,254.21052631578948,-7.115384615384612
Susu & Olahan Susu,2025-02,1.91,0.95,201.05263157894737,-20.91097308488613
Susu & Olahan Susu,2025-03,2.71,0.95,285.2631578947368,41.88481675392668
Susu & Olahan Susu,2025-04,1.9049999999999998,0.95,200.52631578947367,-29.704797047970477
Susu & Olahan Susu,2025-05,2.01,0.95,211.57894736842104,5.5118110236220375
Susu & Olahan Susu,2025-06,2.5,0.95,263.15789473684214,24.378109452736354
Susu & Olahan Susu,2025-07,2.1950000000000003,0.95,231.0526315789474,-12.2
Susu & Olahan Susu,2025-08,2.28,0.95,240.0,3.8724373576309645
Susu & Olahan Susu,2025-09,2.67,0.95,281.05263157894734,17.105263157894733
Susu & Olahan Susu,2025-10,2.73,0.95,287.36842105263156,2.2471910112359605
Susu & Olahan Susu,2025-11,3.01,0.95,316.8421052631579,10.256410256410264
Susu & Olahan Susu,2025-12,1.5,0.95,157.89473684210526,-50.166112956810636
Susu & Olahan Susu,2026-01,1.65,0.95,173.6842105263158,10.000000000000009
Susu & Olahan Susu,2026-02,2.96,0.95,311.57894736842104,79.39393939393938
Susu & Olahan Susu,2026-03,3.04,0.95,320.0,2.7027027027026973
